source_row	name	source_category	source_subcategory	tool_url	publication_url	year	flags	manuscript_title
499	BioTransformer 3.0	Specialized		https://biotransformer.ca	https://academic.oup.com/nar/article/50/W1/W115/6583239	2022	broad_source_bucket_manual_review	BioTransformer 3.0 – predicting small-molecule metabolism for human, gut and environmental systems
516	MetaboDirect	FT-ICR MS		https://github.com/Coayala/MetaboDirect	https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-023-01476-3	2023	ft_icr_platform_dimension	MetaboDirect: an analytical pipeline for the processing of FT-ICR MS-based metabolomic data
517	SMITER	Specialized		https://github.com/LeidelLab/SMITER	https://www.mdpi.com/2073-4425/12/3/396	2021	broad_source_bucket_manual_review	SMITER—A Python Library for the Simulation of LC-MS/MS Experiments
532	BreathXplorer	Specialized		https://github.com/HuanLab/breathXplorer	https://pubs.acs.org/doi/full/10.1021/jasms.4c00152	2024	broad_source_bucket_manual_review	BreathXplorer: Processing Online Breathomics Data Generated from Direct Analysis Using High-Resolution Mass Spectrometry
539	falcon	Annotation	Spectral similarity retrieval	https://github.com/bittremieux-lab/falcon	https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/rcm.9153	2025	scope_review_adjacent_field	Large-scale tandem mass spectrum clustering using fast nearest neighbor searching
540	NPOmix	Biosynthetic Gene Clusters		https://github.com/tiagolbiotech/NPOmix_python	https://academic.oup.com/pnasnexus/advance-article/doi/10.1093/pnasnexus/pgac257/6847575	2022	consider_genome_metabolome_linking_capability	NPOmix: a machine learning classifier to connect mass spectrometry fragmentation data to biosynthetic gene clusters
544	SpecPCM	Specialized		NA	https://ieeexplore.ieee.org/abstract/document/10753646/	2024	broad_source_bucket_manual_review;missing_tool_url	SpecPCM: A Low-Power PCM-Based In-Memory Computing Accelerator for Full-Stack Mass Spectrometry Analysis
545	LipidSIM	Lipidomics		NA	https://www.sciencedirect.com/science/article/pii/S1096717624000107	2024	missing_tool_url	LipidSIM: Inferring mechanistic lipid biosynthesis perturbations from lipidomics with a flexible, low-parameter, Markov modeling framework
549	MetaboliteChat	Specialized		https://github.com/13501274828/MetaboliteChat	https://www.biorxiv.org/content/10.1101/2025.11.07.687008v1	2025	broad_source_bucket_manual_review	MetaboliteChat: A unified multimodal large language model for interactive metabolite analysis and functional insights
552	Amanida	Specialized		https://github.com/mariallr/amanida	https://academic.oup.com/bioinformatics/article/38/2/583/6354350	2022	broad_source_bucket_manual_review	Amanida: An R package for Meta-analysis of metabolomics non-integral data
559	MassCube	Holistic/ Standalone Tools		https://github.com/huaxuyu/masscube	https://www.nature.com/articles/s41467-025-60640-5	2025	broad_source_bucket_manual_review	MassCube improves accuracy for metabolomics data processing from raw files to phenotype classifiers
564	MS-RT	Specialized		https://github.com/XianghuWang-287/Metabolomics_Clustering_Benchmark	https://pubs.acs.org/doi/abs/10.1021/acs.jproteome.4c00881	2025	broad_source_bucket_manual_review	MS-RT: A Method for Evaluating MS/MS Clustering Performance for Metabolomics Data
567	IonFlow	Specialized		https://github.com/wanchanglin/ionflow	https://link.springer.com/article/10.1007/s11306-021-01841-z	2021	broad_source_bucket_manual_review;scope_review_adjacent_field	IonFlow: a galaxy tool for the analysis of ionomics data sets
581	AlphaTims	Formats		https://github.com/MannLabs/alphatims	https://www.mcponline.org/article/S1535-9476(21)00121-3	2021	scope_review_adjacent_field	AlphaTims: Indexing Trapped Ion Mobility Spectrometry–TOF Data for Fast and Easy Accession and Visualization
582	DNA adduct database	Database		https://gitlab.com/nexs-metabolomics/projects/dna_adductomics_database	https://www.frontiersin.org/journals/chemistry/articles/10.3389/fchem.2022.908572	2022	mixed_nmr_mentions	A Comprehensive Database for DNA Adductomics
586	BitBIRCH-Lean	Drug Discovery		https://github.com/mqcomplab/bblean	https://www.biorxiv.org/content/10.1101/2025.10.22.684015v1	2025	broad_source_bucket_manual_review	BitBIRCH-Lean: chemical space in the palm of your workstation
593	Test-Time Tuned Language Models	Annotation	De Novo Generation	NA	https://arxiv.org/abs/2510.23746	2025	missing_tool_url	Test-Time Tuned Language Models Enable End-to-end De Novo Molecular Structure Generation from MS/MS Spectra
595	MOCCal	Ion Mobility MS		https://github.com/HinesLab/MOCCal	https://pubs.acs.org/doi/10.1021/acs.analchem.3c04290	2024	ion_mobility_platform_dimension	MOCCal: A Multiomic CCS Calibrator for Traveling Wave Ion Mobility Mass Spectrometry 
598	VIMMS 2.0	Specialized		https://github.com/glasgowcompbio/vimms/	https://joss.theoj.org/papers/10.21105/joss.03990	2022	broad_source_bucket_manual_review	ViMMS 2.0: A framework to develop, test and optimise fragmentation strategies in LC-MS metabolomics
604	MEISTER	Specialized		https://github.com/richardxie1119/MEISTER	https://www.nature.com/articles/s41592-024-02171-3	2024	broad_source_bucket_manual_review	Multiscale biochemical mapping of the brain through deep-learning-enhanced high-throughput mass spectrometry
606	mwtab Python Library for RESTful Access	Formats		https://github.com/MoseleyBioinformaticsLab/mwtab	https://www.mdpi.com/2218-1989/11/3/163	2021	mixed_nmr_mentions	The mwtab Python Library for RESTful Access and Enhanced Quality Control, Deposition, and Curation of the Metabolomics Workbench Data Repository
615	PubChemLite plus CCS	Ion Mobility MS		https://gitlab.com/uniluxembourg/lcsb/eci/pubchemlite-web, https://pubchemlite.lcsb.uni.lu	https://chemrxiv.org/engage/chemrxiv/article-details/673f30f3f9980725cf47b8ba	2024	ion_mobility_platform_dimension	PubChemLite plus Collision Cross Section (CCS) values for enhanced interpretation of non-target environmental data
623	mpactR	Multifunctional		https://www.mums2.org/mpactr/	https://journals.asm.org/doi/full/10.1128/mra.00997-24	2025	broad_source_bucket_manual_review	mpactR: an R adaptation of the metabolomics peak analysis computational tool (MPACT) for use in reproducible data analysis pipelines
634	MetaPhenotype	Single cell metabolomics		https://github.com/songyuan93/MetaPhenotype	https://pubs.acs.org/doi/abs/10.1021/acs.analchem.4c02038	2024	consider_single_cell_analysis_type	MetaPhenotype: A Transferable Meta-Learning Model for Single-Cell Mass Spectrometry-Based Cell Phenotype Prediction Using Limited Number of Cells
642	COMMIT	Specialized		https://github.com/pwendering/COMMIT/tree/v1.0.0	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009906	2022	broad_source_bucket_manual_review	COMMIT: Consideration of metabolite leakage and community composition improves microbial community reconstructions
647	MetaboLink	Multifunctional		https://github.com/anitamnd/MetaboLink	https://academic.oup.com/bioinformatics/article/40/7/btae459/7715873	2024	broad_source_bucket_manual_review	MetaboLink: A web application for Streamlined Processing and Analysis of Large-Scale Untargeted Metabolomics Data
649	Pew2	Imaging MS		https://github.com/djdt/pewpew	https://pubs.acs.org/doi/10.1021/acs.analchem.1c02138	2021	scope_review_adjacent_field	Pew2: Open-Source Imaging Software for Laser Ablation–Inductively Coupled Plasma–Mass Spectrometry
662	OpenMS WebApps	Multifunctional		https://github.com/OpenMS/streamlit-template	https://pubs.acs.org/doi/10.1021/acs.jproteome.4c00872	2025	broad_source_bucket_manual_review	OpenMS WebApps: Building User-Friendly Solutions for MS Analysis
665	Metaboverse	Specialized		https://github.com/Metaboverse/Metaboverse	https://www.nature.com/articles/s41556-023-01117-9	2023	broad_source_bucket_manual_review	Metaboverse enables automated discovery and visualization of diverse metabolic regulatory patterns
670	homologueDiscoverer	Specialized		https://github.com/kevinmildau/homologueDiscoverer	https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btac647/6722615	2022	broad_source_bucket_manual_review	Homologue series detection and management in LC-MS data with homologueDiscoverer 
673	COVRECON	Specialized		https://bitbucket.org/mosys-univie/covrecon	https://www.biorxiv.org/content/10.1101/2024.08.27.609825v1	2024	broad_source_bucket_manual_review	Machine learning and data-driven inverse modeling of metabolomics unveil key process of active aging
674	CCSfind	Ion Mobility MS		https://github.com/sangeeta97/ccs_find	https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jms.5040	2024	ion_mobility_platform_dimension	CCSfind: A tool for chemically informed LC-IM-MS database building
677	Limelight	Drug Discovery		https://limelight-ms.org	https://pubs.acs.org/doi/full/10.1021/acs.analchem.1c04101	2025	broad_source_bucket_manual_review	A Chromatography-Guided Co-Fractionation Mass Spectrometry Strategy for Rapid Profiling of Drug-Perturbed Protein Complexes
678	Mass-Suite	Multifunctional		https://github.com/XiminHu/mass-suite	https://jcheminf.biomedcentral.com/articles/10.1186/s13321-023-00741-9	2023	broad_source_bucket_manual_review	Mass-Suite: a novel open-source python package for high-resolution mass spectrometry data analysis
682	MSIght	Imaging MS		https://github.com/laurenfields/MSIght	https://pubs.acs.org/doi/full/10.1021/acs.jproteome.4c01140	2025	scope_review_adjacent_field	MSIght: A Modular Platform for Improved Confidence in Global, Untargeted Mass Spectrometry Imaging Annotation
689	MargheRita	Multifunctional		https://github.com/emosca-cnr/margheRita	https://www.biorxiv.org/content/10.1101/2024.06.20.599545v1	2024	broad_source_bucket_manual_review	MargheRita: an R package for LC-MS/MS SWATH metabolomics data analysis and confident metabolite identification based on a spectral library of reference standards
695	FERMO	Multifunctional		https://fermo.bioinformatics.nl/	https://www.biorxiv.org/content/10.1101/2022.12.21.521422v1	2022	broad_source_bucket_manual_review	FERMO: a Dashboard for Streamlined Rationalized Prioritization of Molecular Features from Mass Spectrometry Data
696	NPClassScore	Biosynthetic Gene Clusters		https://github.com/NPLinker/nplinker	https://link.springer.com/article/10.1186/s40168-022-01444-3	2023	consider_genome_metabolome_linking_capability	Enhanced correlation-based linking of biosynthetic gene clusters to their metabolic products through chemical class matching
698	iPRESTO	Biosynthetic Gene Clusters		https://pypi.org/project/ipresto/	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1010462	2023	consider_genome_metabolome_linking_capability	iPRESTO: Automated discovery of biosynthetic sub-clusters linked to specific natural product substructures
702	Pear Review	Pre-processing		NA	https://www.sciencedirect.com/science/article/pii/S0026265X24016904	2024	missing_tool_url	Reducing manual targeted LC-MS/MS peak integration using a supervised learning peak evaluation and automated review tool
709	RawBeans	Quality Control		https://bitbucket.org/incpm/prot-qc/downloads/	https://pubs.acs.org/doi/10.1021/acs.jproteome.0c00956	2021	scope_review_adjacent_field	RawBeans: A Simple, Vendor-Independent, Raw-Data Quality-Control Tool
711	MetaboReport	Holistic/ Standalone Tools		https://github.com/YonghuiDong/MetReport, https://metaboreport.com/	https://academic.oup.com/bioinformatics/article/40/6/btae373/7695238	2024	broad_source_bucket_manual_review	MetaboReport: from metabolomics data analysis to comprehensive reporting
713	iDIA-QC	Quality Control		https://github.com/guomics-lab/iDIA-QC	https://www.nature.com/articles/s41467-024-54871-1	2025	scope_review_adjacent_field	iDIA-QC: AI-empowered data-independent acquisition mass spectrometry-based quality control
716	NA	Ion Mobility MS		https://github.com/Chen-micslab/QCCAssisted4DSterol/tree/main	https://onlinelibrary.wiley.com/doi/10.1002/anie.202507483	2025	ion_mobility_platform_dimension	Quantum Chemistry Calculation-Assisted Large-Scale Collision Cross Section Prediction Empowers Derivatization-Enhanced Multidimensional Metabolomics
717	MS-IDF	Pre-processing		NA	https://pubs.acs.org/doi/abs/10.1021/acs.analchem.1c04719	2022	missing_tool_url	MS-IDF: A Software Tool for Nontargeted Identification of Endogenous Metabolites after Chemical Isotope Labeling Based on a Narrow Mass Defect Filter
722	HyperCCS	Ion Mobility MS		https://github.com/NeoNexusX/HyperCCS	https://pubs.acs.org/doi/10.1021/acs.analchem.5c03492	2025	ion_mobility_platform_dimension	Large Language Model-Empowered Compound Collision Cross-Section Prediction
726	FluoroMatch 2.0	Holistic/ Standalone Tools		http://innovativeomics.com/software/fluoromatch-flow-covers-entire-pfas-workflow/	https://link.springer.com/article/10.1007/s00216-021-03392-7	2022	broad_source_bucket_manual_review	FluoroMatch 2.0—making automated and comprehensive non-targeted PFAS annotation a reality
729	MS2toImg	Specialized		https://github.com/jsehhs/MS2toImg-CNN	https://arxiv.org//2510.09716	2025	broad_source_bucket_manual_review	MS2toImg: A Framework for Direct Bioactivity Prediction from Raw LC-MS/MS Data
738	LargeMetabo	Large scale		https://github.com/LargeMetabo/LargeMetabo	https://academic.oup.com/bib/article-abstract/23/6/bbac455/6768054	2022	broad_source_bucket_manual_review	LargeMetabo: an out-of-the-box tool for processing and analyzing large-scale metabolomic data
744	MMEASE	Single cell metabolomics		https://idrblab.org/mmease/	https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkaf363/8123449	2025	consider_single_cell_analysis_type	MMEASE: enhanced analytical workflow for single-cell metabolomics
745	GLMR	Benchmark/Dataset		NA	https://arxiv.org/abs/2511.06259	2025	missing_tool_url	Breaking the Modality Barrier: Generative Modeling for Accurate Molecule Retrieval from Mass Spectra
747	MNA	Annotation	Molecular Networking	NA	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4968684	2024	missing_tool_url	Local Molecular Networking Platform Reveals Dual Antioxidant and Detoxification Effects of the Bacterial Menaquinone Shunt Pathway
