source_row	name	source_category	source_subcategory	tool_url	publication_url	year	programming_language	proposed_primary_function	proposed_platforms	proposed_analysis_types	proposed_interfaces	proposed_resource_type	flags
299	OmicsAnalyst	Multiomics/Visualization		https://www.omicsanalyst.ca	https://academic.oup.com/nar/article/49/W1/W476/6279835	2021	R	multiomics_integration	platform_independent	multiomics	r_package	programming_package	
300	OmicsNet 2.0	Multiomics		https://www.omicsnet.ca	https://academic.oup.com/nar/article/50/W1/W527/6593602	2022	R, JavaScript	multiomics_integration	lc_ms	untargeted;multiomics	r_package	programming_package	
310	iMAP	Multifunctional		https://imap.metaboprofile.cloud/, https://github.com/IP4M/R-scripts-for-iMAP	https://www.frontiersin.org/articles/10.3389/fchem.2021.659656	2021	R	multiomics_integration	platform_independent		r_package	workflow_pipeline	broad_source_bucket_manual_review
391	SVAtlas	Multiomics		https://www.svatlas.org/	https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkaf1189/8326460	2025	Webserver	multiomics_integration	platform_independent	multiomics	web_app	database_knowledgebase	
402	DBLiPro	Lipidomics		http://lipid.cloudna.cn/home	https://link.springer.com/article/10.1007/s43657-023-00099-w	2023	Webserver	multiomics_integration	platform_independent	lipidomics;multiomics	web_app	database_knowledgebase	
415	TurboPutative	Multiomics		https://proteomics.cnic.es/TurboPutative/	https://www.frontiersin.org/articles/10.3389/fmolb.2022.952149	2022	Webserver, C++, Python	multiomics_integration	lc_ms	untargeted;multiomics	web_app;python_package	workflow_pipeline	
416	TurbOmics	Multiomics		https://proteomics.cnic.es/TurboPutative/TurbOmicsApp.html	https://www.biorxiv.org/content/10.1101/2025.05.09.653072v1	2025	Webserver, Node.js, Python, R	multiomics_integration	platform_independent	untargeted;multiomics	web_app;python_package;r_package	web_service	
417	Omics Dashboard	Multiomics		https://biocyc.org/dashboard/dashboard-help.html	https://www.mdpi.com/2218-1989/14/1/65	2024	Webserver	multiomics_integration	platform_independent	multiomics	web_app	web_service	
426	MODMS	Multiomics		https://modms.lzu.edu.cn	https://academic.oup.com/hr/article/11/1/uhad245/7452859	2024	Not specified	multiomics_integration	platform_independent	multiomics		database_knowledgebase	
452	AgeAnnoMO	Multiomics		https://relab.xidian.edu.cn/AgeAnnoMO/#/	https://academic.oup.com/nar/article/52/D1/D822/7321067	2024	JavaScript, R, Python	multiomics_integration	platform_independent	multiomics	python_package;r_package	database_knowledgebase	
453	iTraNet	Multiomics		https://itranet.streamlit.app	https://academic.oup.com/bioinformaticsadvances/article/2/1/vbac016/6544613	2024	Python	multiomics_integration	platform_independent	multiomics	python_package	programming_package	
456	jMorp	Multiomics		https://jmorp.megabank.tohoku.ac.jp	https://academic.oup.com/nar/article/52/D1/D622/7335743	2024	JavaScript	multiomics_integration	platform_independent	multiomics		database_knowledgebase	
588	StreptomeDB 4.0	Organism specific		https://streptomedb.vm.uni-freiburg.de/streptomedb/	https://academic.oup.com/nar/article/53/D1/D724/7875978	2024	Webserver	multiomics_integration	platform_independent		web_app	database_knowledgebase	
589	MultiOmicsIntegrator	Multiomics		https://github.com/ASAGlab/MOI--An-integrated-solution-for-omics-analyses	https://academic.oup.com/bioinformaticsadvances/article/4/1/vbae175/7900314	2024	Nextflow, Groovy, R, Python	multiomics_integration	platform_independent	multiomics	python_package;r_package	workflow_pipeline	
601	MiMeNet	Multiomics		https://github.com/YDaiLab/MiMeNet	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009021	2021	Python	multiomics_integration	platform_independent	multiomics	python_package	programming_package	
624	INTEGRATE	Multiomics		https://github.com/qLSLab/integrate	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009337	2022	Python	multiomics_integration	platform_independent	multiomics	python_package	workflow_pipeline	
664	HoloFoodR	Multiomics		https://doi.org/10.18129/B9.bioc.HoloFoodR	https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btaf605/8317436	2025	R	multiomics_integration	platform_independent	multiomics	r_package	database_knowledgebase	
693	Paired Omics	Multiomics		https://github.com/iomega/paired-data-form	https://www.nature.com/articles/s41589-020-00724-z	2021	JavaScript	multiomics_integration	platform_independent	multiomics	command_line	software_application	
730	MPOD	Multiomics		http://mpod.ict.cn	https://onlinelibrary.wiley.com/doi/10.1111/pbi.13769	2022	PHP	multiomics_integration	platform_independent	multiomics		database_knowledgebase	
